title,combine_feature
the odd life of timothy green,green dodgeball incredibile jennifer garner joel edgerton ron livingston peter hedges fantasy drama comedy2 0 1 286 . 5
made of honor,scotland love of one's life ladykiller patrick dempsey michelle monaghan kevin mckidd paul weiland comedy romance2 0 0 856 . 0
jersey boys,biography based on play christopher walken vincent piazza freya tingley clint eastwood music drama2 0 1 466 . 8
the rainmaker,jurors proof court case matt damon danny devito jon voight francis ford coppola drama crime thriller1 9 9 71 16 . 7
gothika,amnesia mental institution patient halle berry robert downey jr. charles s. dutton mathieu kassovitz horror thriller2 0 0 31 15 . 8
amistad,cuba mutiny slavery morgan freeman nigel hawthorne anthony hopkins steven spielberg drama history mystery1 9 9 71 26 . 8
medicine man,medicine ant research sean connery lorraine bracco josé wilker john mctiernan adventure1 9 9 225 . 8
aliens vs predator: requiem,predator national guard hybrid steven pasquale reiko aylesworth john ortiz colin strause fantasy action science fiction2 0 0 71 24 . 9
ri¢hie ri¢h,family life raft private plane macaulay culkin john larroquette edward herrmann donald petrie comedy family1 9 9 41 25 . 4
autumn in new york,new love love of one's life unexpected happiness richard gere winona ryder anthony lapaglia joan chen drama romance2 0 0 085 . 7
music and lyrics,pop star song romantic comedy drew barrymore hugh grant scott porter marc lawrence comedy music romance2 0 0 726 . 2
paul,san diego area 51 alien space craft seth rogen simon pegg nick frost greg mottola adventure comedy science fiction2 0 1 126 . 5
the guilt trip,inventor road trip guilt seth rogen barbra streisand yvonne strahovski anne fletcher comedy2 0 1 21 25 . 4
scream 4,sheriff book knife david arquette neve campbell courteney cox wes craven horror mystery2 0 1 146 . 1
8mm,pornography porn actor loss of daughter nicolas cage joaquin phoenix james gandolfini joel schumacher thriller crime mystery1 9 9 926 . 1
the doors,hippie poetry sex val kilmer meg ryan kyle maclachlan oliver stone drama music1 9 9 136 . 7
sex tape,marriage internet relationship cameron diaz jason segel rob corddry jake kasdan comedy2 0 1 475 . 3
hanging up,sister sister relationship cheating amnesia meg ryan diane keaton lisa kudrow diane keaton comedy drama2 0 0 025 . 0
final destination 5,premonition death by accident crash emma bell nicholas d'agosto miles fisher steven quale horror mystery2 0 1 185 . 9
mickey blue eyes,new york marriage proposal fbi hugh grant james caan jeanne tripplehorn kelly makin comedy crime romance1 9 9 985 . 3
pay it forward,child's point of view candlelight vigil good deed kevin spacey helen hunt haley joel osment mimi leder drama romance2 0 0 01 07 . 0
fever pitch,baseball fanatic relationship problems drew barrymore jimmy fallon jason spevack bobby farrelly comedy drama romance2 0 0 545 . 9
drillbit taylor,prison jealousy homeless person owen wilson leslie mann josh peck steven brill comedy2 0 0 835 . 5
a million ways to die in the west,gunslinger farmer wild west seth macfarlane charlize theron liam neeson seth macfarlane comedy western2 0 1 455 . 8
the shadow,new york atomic bomb ladykiller alec baldwin john lone penelope ann miller russell mulcahy adventure fantasy action1 9 9 475 . 4
extremely loud & incredibly close,based on novel autism key thomas horn tom hanks sandra bullock stephen daldry drama2 0 1 11 26 . 9
morning glory,work ethic tv morning show tv reporter rachel mcadams harrison ford patrick wilson roger michell comedy drama romance2 0 1 016 . 1
get rich or die tryin',loss of mother attempted murder career 50 cent joy bryant adewale akinnuoye-agbaje jim sheridan drama2 0 0 51 16 . 3
the art of war,china chinese woman secret agent wesley snipes donald sutherland maury chaykin christian duguay crime action adventure2 0 0 085 . 6
rent,gay sex aids anthony rapp adam pascal rosario dawson chris columbus drama romance2 0 0 51 16 . 7
bless the child,sister sister relationship autism mephisto kim basinger angela bettis holliston coleman chuck russell drama horror thriller2 0 0 084 . 9
the out-of-towners,new york travel misfortune steve martin goldie hawn john cleese sam weisman comedy1 9 9 945 . 0
the island of dr. moreau,monster experiment island marlon brando val kilmer david thewlis john frankenheimer fantasy horror science fiction1 9 9 684 . 6
the musketeer,loss of family queen power catherine deneuve mena suvari stephen rea peter hyams action adventure drama2 0 0 195 . 2
the other boleyn girl,england sister sister relationship queen natalie portman scarlett johansson eric bana justin chadwick drama2 0 0 826 . 4
sweet november,workaholic dogsitter keanu reeves charlize theron jason isaacs pat o'connor drama romance2 0 0 126 . 4
the reaping,river miracle bible hilary swank david morrissey idris elba stephen hopkins horror2 0 0 745 . 4
mean streets,epilepsy protection money secret love harvey keitel robert de niro david proval martin scorsese drama crime1 9 7 31 07 . 2
renaissance man,vietnam veteran commercial advertising expert danny devito mark wahlberg gregory hines penny marshall comedy war1 9 9 465 . 9
colombiana,street gang uncle female assassin zoe saldana cliff curtis callum blue olivier megaton action thriller crime2 0 1 176 . 5
quest for camelot,jessalyn gilsig cary elwes gary oldman frederik du chau fantasy animation drama1 9 9 856 . 9
city by the sea,murder homicide detective robert de niro james franco frances mcdormand michael caton-jones crime drama mystery2 0 0 295 . 7
at first sight,blind massage therapist val kilmer mira sorvino kelly mcgillis irwin winkler drama romance1 9 9 915 . 9
torque,ex-girlfriend drug dealer gang martin henderson ice cube monet mazur joseph kahn action2 0 0 414 . 7
city hall,corruption undercover war on drugs al pacino john cusack bridget fonda harold becker drama thriller1 9 9 626 . 0
showgirls,dancing female nudity go-go dancer elizabeth berkley kyle maclachlan gina gershon paul verhoeven drama1 9 9 594 . 9
marie antoinette,shoe voice over rite kirsten dunst jason schwartzman judy davis sofia coppola drama history2 0 0 656 . 5
kiss of death,hoodlum david caruso samuel l. jackson nicolas cage barbet schroeder action crime drama1 9 9 545 . 7
get carter,ritual pornographic video car crash sylvester stallone miranda richardson rachael leigh cook stephen t. kay action drama thriller2 0 0 01 04 . 8
the impossible,thailand tsunami family vacation naomi watts ewan mcgregor tom holland juan antonio bayona thriller drama2 0 1 297 . 0
ishtar,wilderness sahara beautiful woman warren beatty dustin hoffman isabelle adjani elaine may action adventure comedy1 9 8 754 . 2
fantastic mr. fox,fox tree peasant george clooney meryl streep jason schwartzman wes anderson adventure animation comedy2 0 0 91 07 . 5
life or something like it,angelina jolie edward burns tony shalhoub stephen herek comedy drama romance2 0 0 245 . 7
memoirs of an invisible man,invisible man chevy chase daryl hannah sam neill john carpenter comedy fantasy science fiction1 9 9 225 . 7
amélie,paris love triangle ghost train audrey tautou mathieu kassovitz rufus jean-pierre jeunet comedy romance2 0 0 147 . 8
new york minute,twin sister music video geek ashley olsen mary-kate olsen eugene levy dennie gordon comedy2 0 0 455 . 5
alfie,new york cheating flirt jude law marisa tomei omar epps charles shyer comedy2 0 0 41 05 . 6
big miracle,whale alaska aftercreditsstinger drew barrymore john krasinski kristen bell ken kwapis adventure drama romance2 0 1 226 . 6
the deep end of the ocean,kidnapping boy reunion michelle pfeiffer treat williams whoopi goldberg ulu grosbard drama mystery1 9 9 935 . 9
feardotcom,race against time psychopath homepage stephen dorff natascha mcelhone stephen rea william malone horror thriller2 0 0 283 . 2
cirque du freak: the vampire's assistant,vampire spider wolfman john c. reilly josh hutcherson chris massoglia paul weitz adventure fantasy action2 0 0 91 05 . 5
duplex,ben stiller drew barrymore eileen essell danny devito action comedy thriller2 0 0 395 . 9
soul men,duringcreditsstinger samuel l. jackson bernie mac sharon leal malcolm d. lee comedy music2 0 0 81 16 . 3
raise the titanic,m. emmet walsh richard jordan david selby jerry jameson action drama thriller1 9 8 015 . 2
universal soldier: the return,super computer computer program destiny jean-claude van damme kiana tom bill goldberg mic rodgers action science fiction1 9 9 984 . 2
pandorum,dystopia spaceship survival ben foster dennis quaid cam gigandet christian alvart action horror mystery2 0 0 996 . 5
impostor,android alien gary sinise madeleine stowe mekhi phifer gary fleder action science fiction thriller2 0 0 11 26 . 1
extreme ops,ski devon sawa bridgette wilson rufus sewell christian duguay action adventure drama2 0 0 21 15 . 0
just visiting,time travel remake alternate history jean reno christina applegate christian clavier jean-marie poiré comedy fantasy science fiction2 0 0 144 . 8
sunshine,saving the world bomb sun cillian murphy rose byrne chris evans danny boyle science fiction thriller2 0 0 747 . 0
a thousand words,liar literary agent eddie murphy allison janney cliff curtis brian robbins drama comedy2 0 1 236 . 0
delgo,freddie prinze jr. jennifer love hewitt val kilmer marc f. adler adventure fantasy animation2 0 0 81 25 . 4
the gunman,assassin hitman sean penn jasmine trinca javier bardem pierre morel action drama crime2 0 1 525 . 5
stormbreaker,england secret intelligence service child hero alex pettyfer sarah bolger ewan mcgregor geoffrey sax adventure action family2 0 0 675 . 1
disturbia,kidnapping young people shia labeouf sarah roemer carrie-anne moss d.j. caruso thriller drama mystery2 0 0 746 . 6
hackers,female nudity hacker nudity jonny lee miller angelina jolie jesse bradford iain softley action crime thriller1 9 9 596 . 2
the hunting party,civil war spy hotel richard gere terrence howard james brolin richard shepard action adventure thriller2 0 0 796 . 6
the hudsucker proxy,suicide new york corruption tim robbins jennifer jason leigh paul newman joel coen comedy drama1 9 9 437 . 1
the warlords,assassin general dynasty jet li andy lau takeshi kaneshiro peter chan action drama history2 0 0 71 26 . 3
nomad: the warrior,kuno becker jay hernandez jason scott lee sergei bodrov jr. action history war2 0 0 574 . 3
snowpiercer,father son relationship child labour brothel chris evans song kang-ho ed harris bong joon-ho action science fiction drama2 0 1 386 . 7
a monster in paris,monster cgi 3d vanessa paradis mathieu chedid gad elmaleh bibo bergeron adventure animation comedy2 0 1 11 06 . 5
the last shot,matthew broderick alec baldwin toni collette jeff nathanson action comedy2 0 0 495 . 9
the crow,halloween arson detroit brandon lee rochelle davis ernie hudson alex proyas fantasy action thriller1 9 9 457 . 3
baahubali: the beginning,kingdom war bollywood prabhas rana daggubati tamanna bhatia s.s. rajamouli action adventure war2 0 1 577 . 5
the time traveler's wife,chicago sex based on novel eric bana rachel mcadams michelle nolden robert schwentke drama romance fantasy2 0 0 986 . 7
because i said so,mother guitar sister sister relationship diane keaton mandy moore gabriel macht michael lehmann comedy2 0 0 725 . 8
frankenweenie,shyness stop motion black and white charlie tahan catherine o'hara martin short tim burton animation comedy family2 0 1 21 06 . 6
serenity,martial arts telepathy dystopia nathan fillion gina torres alan tudyk joss whedon science fiction action adventure2 0 0 587 . 4
against the ropes,biography sport meg ryan tony shalhoub joe cortese charles s. dutton romance drama2 0 0 424 . 5
